team,season,typical_batting_order,left_hand_top6_pct,aggressive_opener_pct,powerplay_sr,middle_sr,death_sr,vs_spin_economy,vs_pace_economy,vs_leftarm_economy,vs_legspin_economy,vs_offspin_economy,vs_leftarm_spin_economy,chase_win_pct,defend_win_pct,likely_bowling_order,powerplay_bowling_economy,death_bowling_economy,pace_overs_pct,spin_overs_pct,is_estimated
Karachi Kings,2024,"{""1"": ""Shan Masood"", ""2"": ""TL Seifert"", ""3"": ""JM Vince"", ""4"": ""Shoaib Malik"", ""5"": ""Mohammad Nawaz"", ""6"": ""KA Pollard"", ""7"": ""Irfan Khan"", ""8"": ""Hasan Ali""}",33.3,20,125.4,118.6,145.5,6.02,8.12,8.72,6.62,5.8,5.27,100,0,"{""1"": ""Mir Hamza"", ""2"": ""B Muzarabani"", ""3"": ""Mir Hamza"", ""4"": ""B Muzarabani"", ""5"": ""Hasan Ali"", ""6"": ""Hasan Ali"", ""7"": ""Zahid Mahmood"", ""8"": ""Mohammad Nawaz"", ""9"": ""Zahid Mahmood"", ""10"": ""T Shamsi"", ""11"": ""Hasan Ali"", ""12"": ""Shoaib Malik"", ""13"": ""Mohammad Nawaz"", ""14"": ""T Shamsi"", ""15"": ""Zahid Mahmood"", ""16"": ""Hasan Ali"", ""17"": ""DR Sams"", ""18"": ""Mir Hamza"", ""19"": ""Hasan Ali"", ""20"": ""Hasan Ali""}",7.78,9.5,15.8,10.2,FALSE
Karachi Kings,2025,"{""1"": ""TL Seifert"", ""2"": ""DA Warner"", ""3"": ""JM Vince"", ""4"": ""Saad Baig"", ""5"": ""Irfan Khan"", ""6"": ""Khushdil Shah"", ""7"": ""Mohammad Nabi"", ""8"": ""Abbas Afridi""}",33.3,54.5,146.2,126.4,174.2,8.05,9.9,9.13,7.93,7.76,8.45,50,50,"{""1"": ""Mir Hamza"", ""2"": ""Hasan Ali"", ""3"": ""Mir Hamza"", ""4"": ""Hasan Ali"", ""5"": ""Mir Hamza"", ""6"": ""Abbas Afridi"", ""7"": ""Khushdil Shah"", ""8"": ""Mohammad Nabi"", ""9"": ""Khushdil Shah"", ""10"": ""Mohammad Nabi"", ""11"": ""Abbas Afridi"", ""12"": ""Mohammad Nabi"", ""13"": ""Fawad Ali"", ""14"": ""Mohammad Nabi"", ""15"": ""Hasan Ali"", ""16"": ""Hasan Ali"", ""17"": ""Khushdil Shah"", ""18"": ""Abbas Afridi"", ""19"": ""Abbas Afridi"", ""20"": ""Hasan Ali""}",8.39,10.37,17.3,13,FALSE
Lahore Qalandars,0,"{""1"": ""Fakhar Zaman"", ""2"": ""Muhammad Naeem"", ""3"": ""Abdullah Shafique"", ""4"": ""Mohammad Hafeez"", ""5"": ""SW Billings"", ""6"": ""Sikandar Raza"", ""7"": ""D Wiese"", ""8"": ""Shaheen Shah Afridi""}",16.7,42.1,123.9,126.4,164.7,7.51,8.72,8,7.35,8.52,7.43,41.7,58.3,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Zaman Khan"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Zaman Khan"", ""5"": ""Haris Rauf"", ""6"": ""Haris Rauf"", ""7"": ""Rashid Khan"", ""8"": ""D Wiese"", ""9"": ""Rashid Khan"", ""10"": ""D Wiese"", ""11"": ""Haris Rauf"", ""12"": ""D Wiese"", ""13"": ""Haris Rauf"", ""14"": ""D Wiese"", ""15"": ""Shaheen Shah Afridi"", ""16"": ""Haris Rauf"", ""17"": ""Shaheen Shah Afridi"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Shaheen Shah Afridi"", ""20"": ""Haris Rauf""}",7.81,9.57,40,6.7,FALSE
Lahore Qalandars,2016,"{""1"": ""Azhar Ali"", ""2"": ""CS Delport"", ""3"": ""Umar Akmal"", ""4"": ""DJ Bravo"", ""5"": ""Mohammad Rizwan"", ""6"": ""Hammad Azam"", ""7"": ""KK Cooper"", ""8"": ""Zohaib Khan""}",0,37.5,101.7,122.6,162.2,7.43,8.8,8.8,7.5,6,7.56,0,100,"{""1"": ""Ehsan Adil"", ""2"": ""Zafar Gohar"", ""3"": ""Ehsan Adil"", ""4"": ""KK Cooper"", ""5"": ""DJ Bravo"", ""6"": ""DJ Bravo"", ""7"": ""Zohaib Khan"", ""8"": ""BAW Mendis"", ""9"": ""Zohaib Khan"", ""10"": ""Azhar Ali"", ""11"": ""Zohaib Khan"", ""12"": ""KK Cooper"", ""13"": ""Zohaib Khan"", ""14"": ""CS Delport"", ""15"": ""Zafar Gohar"", ""16"": ""Ehsan Adil"", ""17"": ""Zafar Gohar"", ""18"": ""DJ Bravo"", ""19"": ""DJ Bravo"", ""20"": ""Ehsan Adil""}",8.47,9.32,0,1.4,FALSE
Lahore Qalandars,2017,"{""1"": ""JJ Roy"", ""2"": ""BB McCullum"", ""3"": ""Fakhar Zaman"", ""4"": ""Umar Akmal"", ""5"": ""Mohammad Rizwan"", ""6"": ""GD Elliott"", ""7"": ""SP Narine"", ""8"": ""Sohail Tanvir""}",16.7,62.5,133.2,112.6,153.2,8.36,7.62,7.62,7.74,15,8.91,66.7,33.3,"{""1"": ""Sohail Tanvir"", ""2"": ""Aamer Yamin"", ""3"": ""Sohail Tanvir"", ""4"": ""SP Narine"", ""5"": ""SP Narine"", ""6"": ""Mohammad Irfan"", ""7"": ""Yasir Shah"", ""8"": ""SP Narine"", ""9"": ""Bilawal Bhatti"", ""10"": ""GD Elliott"", ""11"": ""Yasir Shah"", ""12"": ""GD Elliott"", ""13"": ""Yasir Shah"", ""14"": ""Yasir Shah"", ""15"": ""Yasir Shah"", ""16"": ""Sohail Tanvir"", ""17"": ""SP Narine"", ""18"": ""Sohail Tanvir"", ""19"": ""Sohail Tanvir"", ""20"": ""Sohail Tanvir""}",6.43,10.62,0,1.3,FALSE
Lahore Qalandars,2018,"{""1"": ""Fakhar Zaman"", ""2"": ""AP Devcich"", ""3"": ""Agha Salman"", ""4"": ""Umar Akmal"", ""5"": ""BB McCullum"", ""6"": ""Sohail Akhtar"", ""7"": ""Sohail Khan"", ""8"": ""Aamer Yamin""}",16.7,70,135.5,105.9,107.2,5.5,7.27,7.89,5.85,5.5,5.2,50,50,"{""1"": ""Raza Hasan"", ""2"": ""Sohail Khan"", ""3"": ""Sohail Khan"", ""4"": ""Yasir Shah"", ""5"": ""SP Narine"", ""6"": ""SP Narine"", ""7"": ""SP Narine"", ""8"": ""Yasir Shah"", ""9"": ""SP Narine"", ""10"": ""Yasir Shah"", ""11"": ""Yasir Shah"", ""12"": ""Yasir Shah"", ""13"": ""Yasir Shah"", ""14"": ""SP Narine"", ""15"": ""SP Narine"", ""16"": ""Mustafizur Rahman"", ""17"": ""Sohail Khan"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Sohail Khan"", ""20"": ""Shaheen Shah Afridi""}",7.63,9.06,24.8,2.7,FALSE
Lahore Qalandars,2019,"{""1"": ""Fakhar Zaman"", ""2"": ""Sohail Akhtar"", ""3"": ""Haris Sohail"", ""4"": ""AB de Villiers"", ""5"": ""BRM Taylor"", ""6"": ""D Wiese"", ""7"": ""GC Viljoen"", ""8"": ""Yasir Shah""}",16.7,40,118.2,111.3,130.3,7.57,6,7,8.75,3.5,8,66.7,33.3,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Rahat Ali"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Shaheen Shah Afridi"", ""5"": ""Yasir Shah"", ""6"": ""Rahat Ali"", ""7"": ""Mohammad Hafeez"", ""8"": ""D Wiese"", ""9"": ""S Lamichhane"", ""10"": ""S Lamichhane"", ""11"": ""Haris Rauf"", ""12"": ""Haris Rauf"", ""13"": ""Yasir Shah"", ""14"": ""Rahat Ali"", ""15"": ""Rahat Ali"", ""16"": ""Yasir Shah"", ""17"": ""Shaheen Shah Afridi"", ""18"": ""Haris Rauf"", ""19"": ""Shaheen Shah Afridi"", ""20"": ""Haris Rauf""}",7.5,8.83,35.6,3.3,FALSE
Lahore Qalandars,2020,"{""1"": ""Fakhar Zaman"", ""2"": ""CA Lynn"", ""3"": ""Mohammad Hafeez"", ""4"": ""BR Dunk"", ""5"": ""SR Patel"", ""6"": ""Sohail Akhtar"", ""7"": ""D Wiese"", ""8"": ""Muhammad Faizan""}",16.7,53.8,126.6,132.2,172.1,7.62,9.48,8.17,5.18,9.5,8.44,71.4,28.6,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""SR Patel"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""SR Patel"", ""5"": ""Dilbar Hussain"", ""6"": ""SR Patel"", ""7"": ""Dilbar Hussain"", ""8"": ""Mohammad Hafeez"", ""9"": ""Maaz Khan"", ""10"": ""D Wiese"", ""11"": ""D Wiese"", ""12"": ""Dilbar Hussain"", ""13"": ""D Wiese"", ""14"": ""Haris Rauf"", ""15"": ""Shaheen Shah Afridi"", ""16"": ""D Wiese"", ""17"": ""Shaheen Shah Afridi"", ""18"": ""Dilbar Hussain"", ""19"": ""Shaheen Shah Afridi"", ""20"": ""Salman Irshad""}",7.83,10.18,36.9,0,FALSE
Lahore Qalandars,2021,"{""1"": ""Fakhar Zaman"", ""2"": ""Sohail Akhtar"", ""3"": ""Mohammad Hafeez"", ""4"": ""Agha Salman"", ""5"": ""BR Dunk"", ""6"": ""TH David"", ""7"": ""Rashid Khan"", ""8"": ""JP Faulkner""}",16.7,30,102.8,124.4,181.5,6.94,8.01,8.12,5.67,10.67,6.45,80,20,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""JP Faulkner"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""JP Faulkner"", ""5"": ""Ahmed Daniyal"", ""6"": ""JP Faulkner"", ""7"": ""Haris Rauf"", ""8"": ""JP Faulkner"", ""9"": ""Rashid Khan"", ""10"": ""D Wiese"", ""11"": ""Rashid Khan"", ""12"": ""Ahmed Daniyal"", ""13"": ""Rashid Khan"", ""14"": ""Ahmed Daniyal"", ""15"": ""Ahmed Daniyal"", ""16"": ""Rashid Khan"", ""17"": ""Shaheen Shah Afridi"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Shaheen Shah Afridi"", ""20"": ""Haris Rauf""}",6.53,8.91,56.4,0,FALSE
Lahore Qalandars,2022,"{""1"": ""Fakhar Zaman"", ""2"": ""Abdullah Shafique"", ""3"": ""Kamran Ghulam"", ""4"": ""Mohammad Hafeez"", ""5"": ""PD Salt"", ""6"": ""HC Brook"", ""7"": ""D Wiese"", ""8"": ""Rashid Khan""}",16.7,30.8,130.3,122.9,185.6,6.91,8.53,6.75,6.11,8.4,7.18,25,75,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Zaman Khan"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Zaman Khan"", ""5"": ""Rashid Khan"", ""6"": ""Haris Rauf"", ""7"": ""Rashid Khan"", ""8"": ""D Wiese"", ""9"": ""Rashid Khan"", ""10"": ""D Wiese"", ""11"": ""Rashid Khan"", ""12"": ""Haris Rauf"", ""13"": ""Zaman Khan"", ""14"": ""Zaman Khan"", ""15"": ""Zaman Khan"", ""16"": ""Haris Rauf"", ""17"": ""Shaheen Shah Afridi"", ""18"": ""Haris Rauf"", ""19"": ""Shaheen Shah Afridi"", ""20"": ""Haris Rauf""}",8.21,8.18,58.6,3.1,FALSE
Lahore Qalandars,2023,"{""1"": ""Mirza Baig"", ""2"": ""Fakhar Zaman"", ""3"": ""Abdullah Shafique"", ""4"": ""SW Billings"", ""5"": ""Hussain Talat"", ""6"": ""Sikandar Raza"", ""7"": ""D Wiese"", ""8"": ""Rashid Khan""}",33.3,23.1,113.8,138.5,176.2,8.29,8.84,5,9.22,5,7.24,11.1,88.9,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Zaman Khan"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Zaman Khan"", ""5"": ""Haris Rauf"", ""6"": ""Zaman Khan"", ""7"": ""Rashid Khan"", ""8"": ""D Wiese"", ""9"": ""Rashid Khan"", ""10"": ""D Wiese"", ""11"": ""Rashid Khan"", ""12"": ""D Wiese"", ""13"": ""Rashid Khan"", ""14"": ""D Wiese"", ""15"": ""D Wiese"", ""16"": ""Shaheen Shah Afridi"", ""17"": ""Haris Rauf"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Haris Rauf"", ""20"": ""Zaman Khan""}",8.8,9.54,53.4,9.7,FALSE
Lahore Qalandars,2024,"{""1"": ""Sahibzada Farhan"", ""2"": ""Fakhar Zaman"", ""3"": ""HE van der Dussen"", ""4"": ""SD Hope"", ""5"": ""Jahandad Khan"", ""6"": ""Sikandar Raza"", ""7"": ""CR Brathwaite"", ""8"": ""D Wiese""}",16.7,33.3,121.3,135.9,181.5,7.54,8.77,7.67,7.78,7.25,7.21,0,100,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Zaman Khan"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Zaman Khan"", ""5"": ""Jahandad Khan"", ""6"": ""Zaman Khan"", ""7"": ""Jahandad Khan"", ""8"": ""Sikandar Raza"", ""9"": ""Sikandar Raza"", ""10"": ""Sikandar Raza"", ""11"": ""Haris Rauf"", ""12"": ""Sikandar Raza"", ""13"": ""Jahandad Khan"", ""14"": ""D Wiese"", ""15"": ""Jahandad Khan"", ""16"": ""Shaheen Shah Afridi"", ""17"": ""Zaman Khan"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Zaman Khan"", ""20"": ""Zaman Khan""}",7.76,11.43,60,10.2,FALSE
Lahore Qalandars,2025,"{""1"": ""Fakhar Zaman"", ""2"": ""Muhammad Naeem"", ""3"": ""Abdullah Shafique"", ""4"": ""DJ Mitchell"", ""5"": ""SW Billings"", ""6"": ""Sikandar Raza"", ""7"": ""Asif Ali"", ""8"": ""Shaheen Shah Afridi""}",16.7,46.2,145.5,146,178.7,8.15,10.07,9.34,7.72,9.33,7.95,37.5,62.5,"{""1"": ""Shaheen Shah Afridi"", ""2"": ""Asif Afridi"", ""3"": ""Shaheen Shah Afridi"", ""4"": ""Asif Afridi"", ""5"": ""Haris Rauf"", ""6"": ""Haris Rauf"", ""7"": ""Haris Rauf"", ""8"": ""Rishad Hossain"", ""9"": ""Haris Rauf"", ""10"": ""Rishad Hossain"", ""11"": ""Haris Rauf"", ""12"": ""Rishad Hossain"", ""13"": ""Haris Rauf"", ""14"": ""Sikandar Raza"", ""15"": ""Rishad Hossain"", ""16"": ""Haris Rauf"", ""17"": ""Haris Rauf"", ""18"": ""Shaheen Shah Afridi"", ""19"": ""Haris Rauf"", ""20"": ""Sikandar Raza""}",8.29,10.41,46.5,33,FALSE
Multan Sultans,0,"{""1"": ""Shan Masood"", ""2"": ""Mohammad Rizwan"", ""3"": ""Usman Khan"", ""4"": ""RR Rossouw"", ""5"": ""TH David"", ""6"": ""Khushdil Shah"", ""7"": ""Shahid Afridi"", ""8"": ""DJ Willey""}",33.3,42,128.8,126.8,167.3,8.02,8.66,7.96,8.27,8.66,7.4,40.4,59.6,"{""1"": ""DJ Willey"", ""2"": ""Mohammad Ali"", ""3"": ""DJ Willey"", ""4"": ""Anwar Ali"", ""5"": ""Shahnawaz Dhani"", ""6"": ""Abbas Afridi"", ""7"": ""Usama Mir"", ""8"": ""Imran Tahir"", ""9"": ""Usama Mir"", ""10"": ""Imran Tahir"", ""11"": ""Usama Mir"", ""12"": ""Usama Mir"", ""13"": ""Usama Mir"", ""14"": ""Usama Mir"", ""15"": ""Imran Tahir"", ""16"": ""Usama Mir"", ""17"": ""DJ Willey"", ""18"": ""Abbas Afridi"", ""19"": ""DJ Willey"", ""20"": ""Shahnawaz Dhani""}",8.14,9.55,11,13.3,FALSE
Multan Sultans,2018,"{""1"": ""KC Sangakkara"", ""2"": ""Ahmed Shehzad"", ""3"": ""Sohaib Maqsood"", ""4"": ""Shoaib Malik"", ""5"": ""KA Pollard"", ""6"": ""RA Whiteley"", ""7"": ""Saif Badar"", ""8"": ""Sohail Tanvir""}",0,11.1,101.2,111.5,143,7.42,6.74,6,7.64,9.47,6.23,50,50,"{""1"": ""Sohail Tanvir"", ""2"": ""Mohammad Irfan"", ""3"": ""Sohail Tanvir"", ""4"": ""Mohammad Irfan"", ""5"": ""Sohail Tanvir"", ""6"": ""Imran Tahir"", ""7"": ""Junaid Khan"", ""8"": ""Imran Tahir"", ""9"": ""Junaid Khan"", ""10"": ""Imran Tahir"", ""11"": ""Imran Tahir"", ""12"": ""Mohammad Irfan"", ""13"": ""GC Viljoen"", ""14"": ""Mohammad Irfan"", ""15"": ""Junaid Khan"", ""16"": ""Imran Tahir"", ""17"": ""Imran Tahir"", ""18"": ""Sohail Tanvir"", ""19"": ""Sohail Tanvir"", ""20"": ""Sohail Tanvir""}",6.35,9.63,0,0,FALSE
Multan Sultans,2019,"{""1"": ""Umar Siddiq"", ""2"": ""JM Vince"", ""3"": ""J Charles"", ""4"": ""Shoaib Malik"", ""5"": ""DT Christian"", ""6"": ""Shahid Afridi"", ""7"": ""Hammad Azam"", ""8"": ""CJ Green""}",0,40,126,115.3,125.2,6.46,7.15,7.4,6.3,6.46,6.56,100,0,"{""1"": ""Mohammad Irfan"", ""2"": ""CJ Green"", ""3"": ""Ali Shafiq"", ""4"": ""Mohammad Irfan"", ""5"": ""Mohammad Ilyas"", ""6"": ""Mohammad Irfan"", ""7"": ""Shahid Afridi"", ""8"": ""Shahid Afridi"", ""9"": ""Shoaib Malik"", ""10"": ""Shahid Afridi"", ""11"": ""Shoaib Malik"", ""12"": ""Shahid Afridi"", ""13"": ""Mohammad Irfan"", ""14"": ""Junaid Khan"", ""15"": ""Junaid Khan"", ""16"": ""Mohammad Irfan"", ""17"": ""Junaid Khan"", ""18"": ""AD Russell"", ""19"": ""Mohammad Ilyas"", ""20"": ""Junaid Khan""}",7.06,9.13,0,0,FALSE
Multan Sultans,2020,"{""1"": ""Zeeshan Ashraf"", ""2"": ""JM Vince"", ""3"": ""Shan Masood"", ""4"": ""RR Rossouw"", ""5"": ""RS Bopara"", ""6"": ""Khushdil Shah"", ""7"": ""Shahid Afridi"", ""8"": ""Sohail Tanvir""}",33.3,27.3,128.5,122.2,175.3,7.83,8.83,6.42,11.6,8.08,5.82,42.9,57.1,"{""1"": ""Sohail Tanvir"", ""2"": ""Mohammad Ilyas"", ""3"": ""Mohammad Irfan"", ""4"": ""Sohail Tanvir"", ""5"": ""Mohammad Irfan"", ""6"": ""Mohammad Ilyas"", ""7"": ""Shahid Afridi"", ""8"": ""Imran Tahir"", ""9"": ""Shahid Afridi"", ""10"": ""Imran Tahir"", ""11"": ""Shahid Afridi"", ""12"": ""Shahid Afridi"", ""13"": ""Shahid Afridi"", ""14"": ""Imran Tahir"", ""15"": ""Mohammad Irfan"", ""16"": ""Mohammad Ilyas"", ""17"": ""Sohail Tanvir"", ""18"": ""Sohail Tanvir"", ""19"": ""Sohail Tanvir"", ""20"": ""Sohail Tanvir""}",9.08,8.19,0,2.7,FALSE
Multan Sultans,2021,"{""1"": ""Shan Masood"", ""2"": ""Mohammad Rizwan"", ""3"": ""Sohaib Maqsood"", ""4"": ""RR Rossouw"", ""5"": ""J Charles"", ""6"": ""Khushdil Shah"", ""7"": ""Sohail Tanvir"", ""8"": ""CR Brathwaite""}",33.3,41.7,134.6,136.7,151.7,8.67,8.6,7.42,8.15,12.19,7.86,28.6,71.4,"{""1"": ""Sohail Tanvir"", ""2"": ""Imran Khan"", ""3"": ""Sohail Tanvir"", ""4"": ""Imran Khan"", ""5"": ""Shahnawaz Dhani"", ""6"": ""CR Brathwaite"", ""7"": ""Shahnawaz Dhani"", ""8"": ""Imran Tahir"", ""9"": ""Shahid Afridi"", ""10"": ""Imran Tahir"", ""11"": ""Shahid Afridi"", ""12"": ""Imran Tahir"", ""13"": ""Shahnawaz Dhani"", ""14"": ""CR Brathwaite"", ""15"": ""Sohail Tanvir"", ""16"": ""Sohail Tanvir"", ""17"": ""Shahnawaz Dhani"", ""18"": ""CR Brathwaite"", ""19"": ""Shahnawaz Dhani"", ""20"": ""Imran Khan""}",7.26,9.07,0,2.2,FALSE
Multan Sultans,2022,"{""1"": ""Shan Masood"", ""2"": ""Mohammad Rizwan"", ""3"": ""Sohaib Maqsood"", ""4"": ""RR Rossouw"", ""5"": ""TH David"", ""6"": ""Khushdil Shah"", ""7"": ""DJ Willey"", ""8"": ""Abbas Afridi""}",33.3,50,127.2,123,190.3,9.04,8.44,7.88,7.5,11.43,8.6,40,60,"{""1"": ""Asif Afridi"", ""2"": ""DJ Willey"", ""3"": ""Asif Afridi"", ""4"": ""Rumman Raees"", ""5"": ""Shahnawaz Dhani"", ""6"": ""DJ Willey"", ""7"": ""Imran Tahir"", ""8"": ""Imran Tahir"", ""9"": ""Imran Tahir"", ""10"": ""Imran Tahir"", ""11"": ""Imran Tahir"", ""12"": ""Imran Tahir"", ""13"": ""Imran Tahir"", ""14"": ""Khushdil Shah"", ""15"": ""Imran Tahir"", ""16"": ""Khushdil Shah"", ""17"": ""Shahnawaz Dhani"", ""18"": ""Shahnawaz Dhani"", ""19"": ""Rumman Raees"", ""20"": ""Shahnawaz Dhani""}",8.26,9.55,1.4,21.8,FALSE
Multan Sultans,2023,"{""1"": ""Shan Masood"", ""2"": ""Mohammad Rizwan"", ""3"": ""RR Rossouw"", ""4"": ""KA Pollard"", ""5"": ""TH David"", ""6"": ""Khushdil Shah"", ""7"": ""Anwar Ali"", ""8"": ""Usama Mir""}",33.3,41.7,149.9,141.2,186.9,9.33,9.04,9,7.45,9.12,10.77,28.6,71.4,"{""1"": ""AJ Hosein"", ""2"": ""Anwar Ali"", ""3"": ""AJ Hosein"", ""4"": ""Anwar Ali"", ""5"": ""Ihsanullah"", ""6"": ""Ihsanullah"", ""7"": ""Abbas Afridi"", ""8"": ""Usama Mir"", ""9"": ""Usama Mir"", ""10"": ""Usama Mir"", ""11"": ""Ihsanullah"", ""12"": ""Usama Mir"", ""13"": ""Ihsanullah"", ""14"": ""Usama Mir"", ""15"": ""Abbas Afridi"", ""16"": ""Ihsanullah"", ""17"": ""Abbas Afridi"", ""18"": ""Abbas Afridi"", ""19"": ""Ihsanullah"", ""20"": ""Abbas Afridi""}",8.81,10.22,25.3,23.8,FALSE
Multan Sultans,2024,"{""1"": ""Mohammad Rizwan"", ""2"": ""DJ Malan"", ""3"": ""Usman Khan"", ""4"": ""J Charles"", ""5"": ""Iftikhar Ahmed"", ""6"": ""Khushdil Shah"", ""7"": ""Usama Mir"", ""8"": ""DJ Willey""}",16.7,41.7,122.2,136.5,188.1,8.36,9.42,9.61,9.55,7.62,8.07,37.5,62.5,"{""1"": ""DJ Willey"", ""2"": ""Mohammad Ali"", ""3"": ""DJ Willey"", ""4"": ""Mohammad Ali"", ""5"": ""DJ Willey"", ""6"": ""CJ Jordan"", ""7"": ""Usama Mir"", ""8"": ""Usama Mir"", ""9"": ""Usama Mir"", ""10"": ""CJ Jordan"", ""11"": ""Usama Mir"", ""12"": ""Usama Mir"", ""13"": ""Usama Mir"", ""14"": ""Usama Mir"", ""15"": ""Mohammad Ali"", ""16"": ""Usama Mir"", ""17"": ""DJ Willey"", ""18"": ""Abbas Afridi"", ""19"": ""CJ Jordan"", ""20"": ""Mohammad Ali""}",7.98,8.57,20.7,31.7,FALSE
Multan Sultans,2025,"{""1"": ""Yasir Khan"", ""2"": ""Mohammad Rizwan"", ""3"": ""Usman Khan"", ""4"": ""Kamran Ghulam"", ""5"": ""MG Bracewell"", ""6"": ""Iftikhar Ahmed"", ""7"": ""DJ Willey"", ""8"": ""CJ Jordan""}",0,80,134.2,120.7,161.4,7.42,9.1,7.93,8.17,8.45,6.28,0,100,"{""1"": ""DJ Willey"", ""2"": ""MG Bracewell"", ""3"": ""DJ Willey"", ""4"": ""MG Bracewell"", ""5"": ""Ubaid Shah"", ""6"": ""CJ Jordan"", ""7"": ""Usama Mir"", ""8"": ""MG Bracewell"", ""9"": ""Usama Mir"", ""10"": ""Ubaid Shah"", ""11"": ""Usama Mir"", ""12"": ""MG Bracewell"", ""13"": ""Usama Mir"", ""14"": ""Ubaid Shah"", ""15"": ""Ubaid Shah"", ""16"": ""Usama Mir"", ""17"": ""Ubaid Shah"", ""18"": ""Ubaid Shah"", ""19"": ""Akif Javed"", ""20"": ""CJ Jordan""}",10.17,12.47,40.3,15.8,FALSE
Peshawar Zalmi,0,"{""1"": ""Saim Ayub"", ""2"": ""Babar Azam"", ""3"": ""Mohammad Haris"", ""4"": ""T Kohler-Cadmore"", ""5"": ""R Powell"", ""6"": ""SE Rutherford"", ""7"": ""Aamer Jamal"", ""8"": ""Wahab Riaz""}",16.7,37.2,123.7,131.2,156.9,8.17,8.21,7.45,8.29,7.95,8.1,45.8,54.2,"{""1"": ""Hasan Ali"", ""2"": ""L Wood"", ""3"": ""L Wood"", ""4"": ""Wahab Riaz"", ""5"": ""Wahab Riaz"", ""6"": ""Wahab Riaz"", ""7"": ""Sufiyan Muqeem"", ""8"": ""Wahab Riaz"", ""9"": ""Sufiyan Muqeem"", ""10"": ""Saim Ayub"", ""11"": ""Wahab Riaz"", ""12"": ""Wahab Riaz"", ""13"": ""Wahab Riaz"", ""14"": ""Wahab Riaz"", ""15"": ""Wahab Riaz"", ""16"": ""Wahab Riaz"", ""17"": ""Wahab Riaz"", ""18"": ""Wahab Riaz"", ""19"": ""Wahab Riaz"", ""20"": ""Wahab Riaz""}",7.67,9.72,10,8.3,FALSE
Peshawar Zalmi,2016,"{""1"": ""Tamim Iqbal"", ""2"": ""Mohammad Hafeez"", ""3"": ""DJ Malan"", ""4"": ""BJ Hodge"", ""5"": ""Shahid Yousuf"", ""6"": ""Shahid Afridi"", ""7"": ""DJG Sammy"", ""8"": ""Wahab Riaz""}",0,11.1,91.7,111.3,155.5,8.87,7.5,7.5,11.5,8.87,7.97,80,20,"{""1"": ""SW Tait"", ""2"": ""SW Tait"", ""3"": ""SW Tait"", ""4"": ""SW Tait"", ""5"": ""Mohammad Asghar"", ""6"": ""Wahab Riaz"", ""7"": ""Shahid Afridi"", ""8"": ""Shahid Afridi"", ""9"": ""Shahid Afridi"", ""10"": ""Shahid Afridi"", ""11"": ""Shahid Afridi"", ""12"": ""Shahid Afridi"", ""13"": ""Shahid Afridi"", ""14"": ""SW Tait"", ""15"": ""Mohammad Asghar"", ""16"": ""Junaid Khan"", ""17"": ""Wahab Riaz"", ""18"": ""SW Tait"", ""19"": ""Wahab Riaz"", ""20"": ""Wahab Riaz""}",5.91,7.8,0,0,FALSE
Peshawar Zalmi,2017,"{""1"": ""Tamim Iqbal"", ""2"": ""DJ Malan"", ""3"": ""Kamran Akmal"", ""4"": ""EJG Morgan"", ""5"": ""Shakib Al Hasan"", ""6"": ""Sohaib Maqsood"", ""7"": ""DJG Sammy"", ""8"": ""CJ Jordan""}",0,27.3,102,116.8,147.6,7.31,8.25,8.25,7.38,7,7.29,42.9,57.1,"{""1"": ""Hasan Ali"", ""2"": ""Mohammad Asghar"", ""3"": ""Hasan Ali"", ""4"": ""Hasan Ali"", ""5"": ""Hasan Ali"", ""6"": ""Wahab Riaz"", ""7"": ""Shahid Afridi"", ""8"": ""Shahid Afridi"", ""9"": ""Wahab Riaz"", ""10"": ""Shahid Afridi"", ""11"": ""Shahid Afridi"", ""12"": ""Shahid Afridi"", ""13"": ""Shahid Afridi"", ""14"": ""Shahid Afridi"", ""15"": ""DJG Sammy"", ""16"": ""Wahab Riaz"", ""17"": ""Hasan Ali"", ""18"": ""Wahab Riaz"", ""19"": ""Hasan Ali"", ""20"": ""Wahab Riaz""}",6.1,8.57,0,1.1,FALSE
